"address","price","postal_code","residence_type","floor_size","number_of_bathrooms","number_of_bedrooms","street_address","latitude","longitude","year_built","garage","pool","house_type"
"80 Terrace St #301, Boston, MA 02120 - Condo For Sale","889000","2120","SingleFamilyResidence","1081","2","2","80 Terrace St #301","42.329347","-71.097456","2023","1","0.11 acres","condominium"
"51 Hutchings St #1, Boston, MA 02121 - Condo For Sale","999900","2121","SingleFamilyResidence","3717","3","3","51 Hutchings St #1","42.310818","-71.08984","1905","1","No","condominium"
"80 Terrace St #303, Boston, MA 02120 - Condo For Sale","949000","2120","SingleFamilyResidence","1157","2","2","80 Terrace St #303","42.329347","-71.097456","2023","1","0.11 acres","condominium"
"80 Terrace St #302, Boston, MA 02120 - Condo For Sale","849000","2120","SingleFamilyResidence","1065","2","2","80 Terrace St #302","42.329347","-71.097456","2023","1","0.11 acres","condominium"
"85 E India Row #30C, Boston, MA 02110 - Condo For Sale","1499000","2110","SingleFamilyResidence","1236","2 / 1","2","85 E India Row #30C","42.358122","-71.049823","1972","1","community-pool","condominium"
"192-194 Highland St #1, Boston, MA 02119 - Condo For Sale","600000","2119","SingleFamilyResidence","1566","2","3","192-194 Highland St #1","42.32312","-71.093442","1890","0","0.04 acres","condominium"
"9 Greenmount St #3, Dorchester, MA 02125 - Condo For Sale","999000","2125","SingleFamilyResidence","2042","3 / 1","4","9 Greenmount St #3","42.31024","-71.058515","2023","1","No","condominium"
"44 Phillips St #1, Boston, MA 02114 - Condo For Sale","1699000","2114","SingleFamilyResidence","1400","2 / 1","3","44 Phillips St #1","42.360242","-71.068298","1899","0","No","condominium"
"8 Whittier Pl #10D, Boston, MA 02114 - Condo For Sale","519900","2114","SingleFamilyResidence","937","1","1","8 Whittier Pl #10D","42.365484","-71.06728","1964","1","community-pool","condominium"
"35-37 Elm St #37, Boston, MA 02129 - Single-Family Home For Sale","2599000","2129","SingleFamilyResidence","3020","4 / 1","4","35-37 Elm St #37","42.377894","-71.06331","1865","0","No","multi-story"
"142 Bigelow St #203, Boston, MA 02135 - Home For Sale","599000","2135","SingleFamilyResidence","1180","1","1","142 Bigelow St #203","42.356518","-71.165853","2006","1","No","home"
"80 E Brookline St #2, Boston, MA 02118 - Condo For Sale","650000","2118","SingleFamilyResidence","587","1","1","80 E Brookline St #2","42.337703","-71.069993","1935","0","0.01 acres","condominium"
"248 Gold St, Boston, MA 02127 - Condo For Sale","980000","2127","SingleFamilyResidence","1010","2 / 1","2","248 Gold St","42.335637","-71.048535","1890","0","community-pool","condominium"
"37 Beacon St #55, Boston, MA 02108 - Condo For Sale","979000","2108","SingleFamilyResidence","850","1","1","37 Beacon St #55","42.357291","-71.065677","1920","1","No","condominium"
"1154 Washington St #3/1A, Boston, MA 02118 - Condo For Sale","3195000","2118","SingleFamilyResidence","2661","3 / 1","3","1154 Washington St #3/1A","42.343419","-71.065887","1899","2","0.06 acres","condominium"
"18 Cooper St #1, Boston, MA 02113 - Home For Sale","1200000","2113","SingleFamilyResidence","1477","2 / 1","2","18 Cooper St #1","42.364361","-71.056254","1899","0","community-pool","home"
"2757 Washington St #1, Boston, MA 02119 - Condo For Sale","725000","2119","SingleFamilyResidence","1666","2","3","2757 Washington St #1","42.322558","-71.091071","2017","2","community-pool","condominium"
"116 School St #2, Roxbury, MA 02119 - Condo For Sale","1169000","2119","SingleFamilyResidence","2103","2 / 1","3","116 School St #2","42.315597","-71.100842","2023","1","No","condominium"
"275 Beacon St #2B, Boston, MA 02116 - Condo For Sale","759000","2116","SingleFamilyResidence","662","1","2","275 Beacon St #2B","42.353173","-71.08007","1886","0","0.02 acres","condominium"
"44 Cottage St #2, Boston, MA 02128 - Condo For Sale","799000","2128","SingleFamilyResidence","1138","2","2","44 Cottage St #2","42.366925","-71.036068","2023","0","No","condominium"
"18 Symphony Rd, Boston, MA 02115 - Single-Family Home For Sale","2300000","2115","SingleFamilyResidence","2861","1 / 1","5","18 Symphony Rd","42.342695","-71.087736","1880","0","0.03 acres","multi-story"
"14 Monument St #3, Boston, MA 02129 - Condo For Sale","539900","2129","SingleFamilyResidence","655","1","1","14 Monument St #3","42.377621","-71.06028","1899","0","No","condominium"
"19 Aldrich St, Boston, MA 02131 - Single-Family Home For Sale","899000","2131","SingleFamilyResidence","1685","1 / 1","3","19 Aldrich St","42.285641","-71.140094","1920","2","0.10 acres","single-family-home"
"566 Columbus Ave #403, Boston, MA 02118 - Condo For Sale","1550000","2118","SingleFamilyResidence","1181","2","2","566 Columbus Ave #403","42.340805","-71.081022","2023","1","No","condominium"
"15 North Beacon St #205, Boston, MA 02134 - Condo For Sale","453800","2134","SingleFamilyResidence","699","1","1","15 North Beacon St #205","42.354182","-71.137774","1989","1","community-pool","condominium"
"73 Chelsea St #104, Boston, MA 02129 - Home For Sale","685000","2129","SingleFamilyResidence","763","1 / 1","1","73 Chelsea St #104","42.373316","-71.058367","2000","1","No","home"
"141 Arlington St #6, Boston, MA 02116 - Condo For Sale","474900","2116","SingleFamilyResidence","330","1","1","141 Arlington St #6","42.348586","-71.06957","1899","0","0.01 acres","condominium"
"32 River St, Boston, MA 02108 - Home For Sale","4950000","2108","SingleFamilyResidence","3517","4 / 1","4","32 River St","42.357082","-71.070477","1900","1","No","home"
"Open House: 12:00 PM - 1:30 PM at 32 River St","4950000","","v","","","","","","","","","",""
"44 Ramsdell Ave, Boston, MA 02131 - Single-Family Home For Sale","749000","2131","SingleFamilyResidence","1509","2","3","44 Ramsdell Ave","42.276136","-71.117441","1926","0","0.12 acres","single-family-home"
"73 Sheridan #C-2, Boston, MA 02130 - Condo For Sale","1159000","2130","SingleFamilyResidence","1330","2","3","73 Sheridan #C-2","42.320265","-71.107044","2023","0","0.45 acres","condominium"
"4 Payne St #4, Boston, MA 02122 - Condo For Sale","989000","2122","SingleFamilyResidence","1621","3","3","4 Payne St #4","42.294908","-71.050659","2021","2","No","condominium"
"449-463 Washington St #8A, Boston, MA 02111 - Condo For Sale","995000","2111","SingleFamilyResidence","1667","2","2","449-463 Washington St #8A","42.355318","-71.060991","1900","0","0.04 acres","condominium"
"330 C St, Boston, MA 02127 - Land For Sale","7500000","2127","SingleFamilyResidence","0","0","0","330 C St","42.342286","-71.0498","not available","0","0.19 acres","land"
"1672 Washington St #102, Boston, MA 02118 - Condo For Sale","1195000","2118","SingleFamilyResidence","1054","2","2","1672 Washington St #102","42.33739","-71.075263","2013","1","No","condominium"
"276 Marlborough St #3, Boston, MA 02116 - Condo For Sale","3695000","2116","SingleFamilyResidence","2605","3 / 1","4","276 Marlborough St #3","42.351518","-71.082879","1939","0","0.06 acres","condominium"
"280 Beacon St #42, Boston, MA 02116 - Home For Sale","949000","2116","SingleFamilyResidence","765","1","1","280 Beacon St #42","42.353311","-71.081208","1930","1","0.02 acres","home"
"295 Beacon St #42, Boston, MA 02116 - Home For Sale","1575000","2116","SingleFamilyResidence","1131","2","2","295 Beacon St #42","42.352934","-71.080949","1885","0","No","home"
"431 E 3rd St #3, Boston, MA 02127 - Condo For Sale","765000","2127","SingleFamilyResidence","790","1","2","431 E 3rd St #3","42.336226","-71.042964","1890","0","0.02 acres","condominium"
"332 Jamaicaway #206, Boston, MA 02130 - Condo For Sale","394900","2130","SingleFamilyResidence","463","1","1","332 Jamaicaway #206","42.320387","-71.116387","1920","1","No","condominium"
"35 Sparrow St, Boston, MA 02132 - Single-Family Home For Sale","789000","2132","SingleFamilyResidence","1305","2","3","35 Sparrow St","42.272687","-71.148542","1963","2","0.08 acres","single-family-home"
"66 Kenwood St, Boston, MA 02124 - Single-Family Home For Sale","725000","2124","SingleFamilyResidence","2680","1 / 1","4","66 Kenwood St","42.292627","-71.068742","1895","0","0.08 acres","single-family-home"
"296-298 Kittredge Street, Boston, MA 02131 - Single-Family Home For Sale","699000","2131","SingleFamilyResidence","1509","1 / 1","4","296-298 Kittredge Street","42.277547","-71.133625","1930","0","0.14 acres","single-family-home"
"95 Cowper St #2, Boston, MA 02128 - Condo For Sale","665000","2128","SingleFamilyResidence","1000","2","3","95 Cowper St #2","42.380681","-71.01692","1895","0","No","condominium"
"435 Shawmut Ave #3, Boston, MA 02118 - Condo For Sale","999000","2118","SingleFamilyResidence","922","1","1","435 Shawmut Ave #3","42.339839","-71.074593","1900","1","0.02 acres","condominium"
"6 Goodrich Rd #1, Boston, MA 02130 - Condo For Sale","575000","2130","SingleFamilyResidence","802","1","2","6 Goodrich Rd #1","42.315482","-71.114516","1930","1","No","condominium"
"234 Causeway St #815, Boston, MA 02114 - Condo For Sale","975000","2114","SingleFamilyResidence","1120","1","2","234 Causeway St #815","42.366688","-71.059341","2003","1","community-pool","condominium"
"405 W 1st St #302, Boston, MA 02127 - Condo For Sale","1225000","2127","SingleFamilyResidence","1719","2","2","405 W 1st St #302","42.337431","-71.043766","2015","1","No","condominium"
"179 Hebron St, Boston, MA 02126 - Land For Sale","1900000","2126","SingleFamilyResidence","0","0","0","179 Hebron St","42.273268","-71.107368","not available","0","0.60 acres","land"
"604 Freeport St #PH5, Boston, MA 02122 - Condo For Sale","718000","2122","SingleFamilyResidence","1270","2","2","604 Freeport St #PH5","42.290913","-71.048095","2004","0","0.30 acres","condominium"
"57 Fulton St #7, Boston, MA 02109 - Condo For Sale","840000","2109","SingleFamilyResidence","1082","1 / 1","1","57 Fulton St #7","42.361732","-71.053468","1850","0","community-pool","condominium"
"125 Bartlett St, Boston, MA 02129 - Single-Family Home For Sale","1399000","2129","SingleFamilyResidence","1725","2 / 1","3","125 Bartlett St","42.3794265","-71.0664989","1920","0","community-pool","single-family-home"
"246 S Huntington Ave #5, Boston, MA 02130 - Condo For Sale","419000","2130","SingleFamilyResidence","582","1","1","246 S Huntington Ave #5","42.324683","-71.111881","1935","0","No","condominium"
"35 Beachview Rd, Boston, MA 02128 - Single-Family Home For Sale","799900","2128","SingleFamilyResidence","2481","2","3","35 Beachview Rd","42.390885","-71.003137","1980","0","0.11 acres","single-family-home"
"21 Atwood Sq #2, Boston, MA 02130 - Condo For Sale","620000","2130","SingleFamilyResidence","758","1","2","21 Atwood Sq #2","42.307105","-71.11655","1925","1","community-pool","condominium"
"372 Amory St #5, Boston, MA 02130 - Condo For Sale","1019000","2130","SingleFamilyResidence","2016","2 / 1","2","372 Amory St #5","42.312296","-71.105674","2002","0","0.05 acres","condominium"
"19 Pond St #1, Boston, MA 02125 - Condo For Sale","575000","2125","SingleFamilyResidence","1020","1","2","19 Pond St #1","42.319135","-71.059271","1905","0","0.02 acres","condominium"
"3171 Washington St #302, Boston, MA 02130 - Condo For Sale","899000","2130","SingleFamilyResidence","1262","1 / 1","2","3171 Washington St #302","42.313483","-71.100822","2022","0","No","condominium"
"251 Heath St #215, Boston, MA 02130 - Condo For Sale","649900","2130","SingleFamilyResidence","1123","1","1","251 Heath St #215","42.327694","-71.108552","1900","1","0.03 acres","condominium"
"82 Carolina Ave #1, Boston, MA 02130 - Condo For Sale","650000","2130","SingleFamilyResidence","1116","1","2","82 Carolina Ave #1","42.308035","-71.112242","1905","0","0.10 acres","condominium"
"22 Liberty Dr #11G, Boston, MA 02210 - Condo For Sale","2195000","2210","SingleFamilyResidence","1177","1 / 1","1","22 Liberty Dr #11G","42.354597","-71.045273","2015","1","No","condominium"
"22 Liberty Dr #PH1D, Boston, MA 02210 - Condo For Sale","9475000","2210","SingleFamilyResidence","2383","3 / 1","3","22 Liberty Dr #PH1D","42.354597","-71.045273","2015","2","No","condominium"
"47R Creighton St #3, Boston, MA 02130 - Condo For Sale","649950","2130","SingleFamilyResidence","2075","2","5","47R Creighton St #3","42.323967","-71.107297","1905","0","0.03 acres","condominium"
"24 Manthorne Rd, Boston, MA 02132 - Single-Family Home For Sale","875000","2132","SingleFamilyResidence","1777","1 / 1","4","24 Manthorne Rd","42.288134","-71.150582","1925","4","0.14 acres","single-family-home"
"43-47 Fremont St, Boston, MA 02126 - Land For Sale","699000","2126","SingleFamilyResidence","0","0","0","43-47 Fremont St","42.270715","-71.091718","not available","0","0.28 acres","land"
"100 Shawmut Ave #504, Boston, MA 02118 - Condo For Sale","1979900","2118","SingleFamilyResidence","1712","2","3","100 Shawmut Ave #504","42.346582","-71.065599","2021","2","No","condominium"
"100 Shawmut Ave #UNIT 704, Boston, MA 02118 - Condo For Sale","2099900","2118","SingleFamilyResidence","1449","2","2","100 Shawmut Ave #UNIT 704","42.346582","-71.065599","2021","2","No","condominium"
"43 Commercial Wharf #2, Boston, MA 02110 - Condo For Sale","1495000","2110","SingleFamilyResidence","1366","1 / 1","1","43 Commercial Wharf #2","42.362171","-71.050186","1875","2","No","condominium"
"47 Hampstead Rd #2, Boston, MA 02130 - Condo For Sale","795000","2130","SingleFamilyResidence","1273","1","3","47 Hampstead Rd #2","42.303993","-71.116373","1900","0","0.03 acres","condominium"
"20 Gloucester St #1F, Boston, MA 02115 - Condo For Sale","1199000","2115","SingleFamilyResidence","842","1","1","20 Gloucester St #1F","42.350523","-71.084991","1920","0","0.02 acres","condominium"
"150 Seaport Blvd #16E, Boston, MA 02210 - Condo For Sale","9450000","2210","SingleFamilyResidence","2553","3 / 1","3","150 Seaport Blvd #16E","42.350754","-71.042766","2022","2","community-pool","condominium"
"1485 Hyde Park Ave #1485, Boston, MA 02136 - Condo For Sale","659000","2136","SingleFamilyResidence","2247","3 / 1","4","1485 Hyde Park Ave #1485","42.248127","-71.127458","2008","3","0.05 acres","condominium"
"3171 Washington St #304, Boston, MA 02130 - Condo For Sale","949000","2130","SingleFamilyResidence","1282","1 / 1","2","3171 Washington St #304","42.313483","-71.100822","2022","0","No","condominium"
"3171 Washington St #202, Boston, MA 02130 - Condo For Sale","699000","2130","SingleFamilyResidence","1010","1 / 1","2","3171 Washington St #202","42.313483","-71.100822","2022","0","No","condominium"
"80 Marlborough St #2, Boston, MA 02116 - Condo For Sale","1165000","2116","SingleFamilyResidence","777","1","1","80 Marlborough St #2","42.353444","-71.075581","1910","0","0.02 acres","condominium"
"500 Atlantic Ave #19L, Boston, MA 02210 - Condo For Sale","2400000","2210","SingleFamilyResidence","1557","2 / 1","2","500 Atlantic Ave #19L","42.353854","-71.052002","2006","1","0.04 acres","condominium"
"652 Massachusetts Ave, Boston, MA 02118 - Condo For Sale","1595000","2118","SingleFamilyResidence","1605","2 / 1","3","652 Massachusetts Ave","42.336333","-71.076414","1890","0","No","condominium"
"40 Traveler St #210, Boston, MA 02118 - Condo For Sale","969900","2118","SingleFamilyResidence","818","1 / 1","1","40 Traveler St #210","42.344318","-71.062452","2018","0","community-pool","condominium"
"30 Penniman Rd #508, Boston, MA 02134 - Condo For Sale","859000","2134","SingleFamilyResidence","910","1","1","30 Penniman Rd #508","42.355327","-71.136404","2023","1","No","condominium"
"61 Walk Hill St #2, Boston, MA 02130 - Home For Sale","565000","2130","SingleFamilyResidence","912","1","2","61 Walk Hill St #2","42.293854","-71.114516","1920","1","0.02 acres","home"
"17 Claremont Park #I, Boston, MA 02118 - Condo For Sale","3199999","2118","SingleFamilyResidence","2415","3 / 1","3","17 Claremont Park #I","42.342302","-71.081185","1899","0","No","condominium"
"20 Atwood Sq #5, Boston, MA 02130 - Condo For Sale","339000","2130","SingleFamilyResidence","497","1","1","20 Atwood Sq #5","42.30702","-71.116498","1910","0","No","condominium"
"140 Shawmut Ave #4C, Boston, MA 02118 - Home For Sale","2850000","2118","SingleFamilyResidence","2257","2 / 1","3","140 Shawmut Ave #4C","42.345964","-71.065781","2018","2","community-pool","home"
"437 D St #6C, Boston, MA 02210 - Condo For Sale","1095000","2210","SingleFamilyResidence","1244","1","1","437 D St #6C","42.345143","-71.042952","1920","1","No","condominium"
"12 Corwin St, Boston, MA 02122 - Single-Family Home For Sale","750000","2122","SingleFamilyResidence","1636","2","5","12 Corwin St","42.302181","-71.062386","1910","0","0.04 acres","single-family-home"
"32 Temple St #3, Boston, MA 02114 - Condo For Sale","1895000","2114","SingleFamilyResidence","1500","2","3","32 Temple St #3","42.360434","-71.063539","1860","0","No","condominium"
